site,MeanTemp,Precip,PrecipSeasonality,MeanDiurnalRange,Isothermality,TempSeasonality,TempAnnualRange,NDVImax,NDVIsum,EVImax,NDWImin,SWIRaug,BulkDens,pH,CStock,CDensity,Sand,Silt,Clay,Permafrost,abcflux_name,Site_ID,Latitude,Longitude,Country,Contact,Contact_Email,Ecosystem,GHG,Start_CO2,End_CO2,Start_CH4,End_CH4,Start_N2O,End_N2O,Season_Activity,Terrestrial,Aquatic,active,Ext_Type,State,Population,x,y,pc1,pc2,pc3,pc4,active.2022,active.2024,methane.2022,methane.2024,Season_Activity.2022,Season_Activity.2024,annualmethane2022,annualmethane2024
Slobodskoy,2.49583339691162,609,34.9687614440918,8.25833320617676,20.4414196014404,1141.81164550781,40.4000015258789,0.111419998109341,-0.00501052290201187,3.51175999641418,0.606149971485138,0.380580008029938,1.39565002918243,5.90000009536743,258,129.25,33.2999992370605,42.7999992370605,23.7000007629395,0,NA,NA,58.718495,50.188037,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kirov,48962,2675022.18841629,-2229690.86867288,-0.715233964365622,-0.35744430198481,-1.29187924238022,3.33666586553639,NA,NA,NA,NA,NA,extension,NA,NA
Slyudyanka,-0.0125000132247806,612,88.2027206420898,12.2916669845581,27.8092021942139,1214.40612792969,44.1999969482422,0.0839300006628036,0.0523084327578545,5.05150985717773,0.789669990539551,0.530160009860992,1.27527499198914,6.00500011444092,352,194.475006103516,38.8499984741211,41.8250007629395,19.8250007629395,0.015917019918561,NA,NA,51.653836,103.698828,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Irkutsk,18809,4199966.83420973,1023750.53538531,-1.79885747564932,1.72008336628218,-1.51900955851583,2.04323134288616,NA,NA,NA,NA,NA,extension,NA,NA
Smith Creek,-4.77916669845581,351,52.3663711547852,11.1583337783813,20.3619232177734,1652.42724609375,54.7999992370605,0.0571000017225742,0.398593962192535,3.97589993476868,0.650059998035431,0.29721999168396,1.15257489681244,6.49749994277954,323,172.850006103516,46.75,36.9000015258789,17.125,0.978799223899841,Smith Creek,CA-SMC,63.1534,-123.2522,Canada,Oliver Sonnentag,oliver.sonnentag@umontreal.ca,forest,"CO2,CH4",2017,2024,2017,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-2483171.12005662,1628174.66071546,0.540211589513885,1.11401938585129,-0.960662976780628,-0.337491910912622,active,active,methane,methane,Summer,All year,no,annualmethane
Sodankyla,-0.82916671037674,514,30.9892826080322,8.875,23.3552627563477,1023.57098388672,38,0.0535800009965897,0.369159132242203,4.14609003067017,0.733300030231476,0.334399998188019,1.27255010604858,5.44750022888184,573,290.875,63.2999992370605,29.8999996185303,6.59999990463257,0.0149412443861365,Sodankyla,FI-Sod,67.3618,26.6382,Finland,Mika Aurela,mika.aurela@fmi.fi,forest,CO2,2003,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,1116812.00117575,-2226513.05410384,-2.34820423786175,-2.5924942016653,-0.597474872463585,-1.03642199891657,active,active,nonmethane,nonmethane,All year,All year,no,no
Sokol,2.63750004768372,571,35.4067687988281,8.49166679382324,22.5243148803711,1031.0302734375,37.7000007629395,0.102049998939037,0.0513139180839062,3.69508004188538,0.600639998912811,0.362760007381439,1.31585001945496,6.21000003814697,345,171.100006103516,35.625,43.25,21.9249992370605,0,NA,NA,59.46478,40.114388,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Vologda,42174,2187694.62941905,-2596647.17032755,-0.859126383491461,-0.635532478286895,-0.950413636439891,3.43730864790136,NA,NA,NA,NA,NA,extension,NA,NA
Solikamsk,1.09166657924652,713,29.1547775268555,8.08333301544189,19.1548194885254,1229.19006347656,42.1999969482422,0.114929996430874,0.0331416875123978,3.11901998519897,0.553659975528717,0.351370006799698,1.32885003089905,5.96000003814697,351,179.550003051758,37.7249984741211,43.0999984741211,19.4500007629395,0.00357346329838037,NA,NA,59.669987,56.749962,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Perm',100812,2819533.02720405,-1848569.52907049,-0.339259334775045,-0.979604582486518,-0.894762124517431,2.59146241853048,NA,NA,NA,NA,NA,extension,NA,NA
Soontaga,5.4375,659,30.9704875946045,8.02499961853027,26.140064239502,827.411437988281,30.7000007629395,0.0323400013148785,0.499623268842697,7.92889976501465,0.834140002727509,0.434940010309219,1.36807489395142,5.42000007629395,436,281.174987792969,65.4000015258789,24.5750007629395,10.1499996185303,0,,,58.0236,26.0707,Estonia,Kaido Soosaar,kaido.soosaar@ut.ee,forest,CO2,2016,2016,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,1566196.28544368,-3201146.85248654,-4.92115134864837,-2.59769520088556,-0.886492974380395,-0.572692860979185,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Sosnogorsk,-0.616666555404663,606,27.4916458129883,8.36666679382324,19.779354095459,1158.55187988281,42.2999992370605,0.0896100029349327,0.0865130200982094,3.44731998443604,0.666279971599579,0.424769997596741,1.26469993591309,5.70749998092651,414,236.75,39.9749984741211,45.7000007629395,14.75,0.0298169571906328,NA,NA,63.59476,53.894323,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Komi,29343,2358209.27301827,-1719993.70917801,-0.930224592740368,-0.785692952078066,-0.0259320652660794,1.91206279802824,NA,NA,NA,NA,NA,extension,NA,NA
Southern Khentei Taiga,-2.86249995231628,351,116.793182373047,15.9416666030884,29.2507648468018,1472.12145996094,54.5,0.0557800009846687,9.10676782950759e-4,5.17873001098633,0.842190027236938,0.489699989557266,1.32677507400513,6.92999982833862,315,267.475006103516,45.7249984741211,35.5750007629395,18.7749996185303,0.890382826328278,Southern Khentei Taiga,MN-SKT,48.351861,108.654333,Mongolia,Jun Asanuma,asanuma@suiri.tsukuba.ac.jp,forest,CO2,2002,2004,NA,NA,NA,NA,All year,TRUE,FALSE,inactive,NA,NA,NA,4479141.28054555,1512127.67917075,-0.18355783001454,3.51753432743224,-2.78202809795977,0.765339204254145,inactive,inactive,nonmethane,nonmethane,All year,All year,no,no
Southern Old Aspen (BERMS),0.599999904632568,470,57.3335266113281,11.8333330154419,25.7806835174561,1265.69604492188,45.9000015258789,0.0535300001502037,0.0655342042446136,5.85563993453979,0.868369996547699,0.577269971370697,1.36417508125305,6.32999992370605,144,114.300003051758,47.9249992370605,30.9500007629395,21.125,0,"Saskatchewan - Western Boreal, Mature Aspen",CA-OAS,53.629,-106.2,Canada,Alan Barr,alb831@mail.usask.ca,forest,CO2,1996,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,-3922526.36662255,1139599.25574292,-2.54624763903176,1.27191317198874,-2.42076537529191,1.45966046120481,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Southern Old Black Spruce,0.0791666433215141,471,61.2165870666504,11.1416664123535,23.9091567993164,1284.87963867188,46.5999984741211,0.0413599982857704,0.458629667758942,6.41794013977051,0.731700003147125,0.319950014352798,1.29847502708435,6.15000009536743,397,84.125,61.7750015258789,23.3500003814697,14.3249998092651,0,,CA-sOBS,53.987,-105.117,Canada,Onil Bergeron,Hank.Margolis@sbf.ulaval.ca,forest,CO2,2000,2004,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,-3901954.8908025,1054070.35001626,-2.56591577045636,-0.37979611148354,-2.41609263000168,-1.07048515428558,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Sovetsk,2.88333344459534,550,37.2048988342285,8.58333301544189,21.1934146881104,1152.15283203125,40.5,0.137850001454353,-0.0121203707531095,3.1426899433136,0.540069997310638,0.350890010595322,1.32087504863739,6.15000009536743,193,137.449996948242,34.6749992370605,43.4749984741211,22.2250003814697,0,NA,NA,57.578461,48.958086,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Kirov,17869,2727286.21048987,-2374298.69899207,-0.109812644863052,-0.62754114783531,-1.48402607398904,3.52452956188589,NA,NA,NA,NA,NA,extension,NA,NA
Sovetskaya Gavan,1.22500002384186,752,51.5975532531738,9.71666717529297,22.8090763092041,1188.78955078125,42.5999984741211,0.0640499964356422,0.0888688191771507,4.25823974609375,0.75382000207901,0.416889995336533,1.33967506885529,5.84999990463257,395,184.050003051758,46.0499992370605,35.4749984741211,19.3500003814697,0,NA,NA,48.969891,140.27489,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khabarovsk,29740,2972568.47271765,3577284.92911698,-1.89943234253553,-0.257035199018866,-1.38461056545627,1.3287208962089,NA,NA,NA,NA,NA,extension,NA,NA
Spasskaya Pad (experimental forest),-10.4916667938232,259,71.8097763061523,12.0500001907349,17.6945667266846,2192.255859375,68.0999984741211,0.0756300017237663,0.270862102508545,4.039870262146,0.724079966545105,0.37992998957634,1.26832497119904,7.03999996185303,604,313.575012207031,35.5,41.6500015258789,23.4750003814697,1,,RU-YLF,62.255,129.241,Russia,"Trofim Maximov, Ayumi Kotani ","t.c.maximov@ibpc.ysn.ru, kotani@agr.nagoya-u.ac.jp",forest,CO2,1996,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,2379629.86412931,1943615.91466302,2.40319723302025,3.92172492468037,-0.372253920252188,0.121810438689284,active,active,nonmethane,nonmethane,Summer,Summer,no,no
"Spasskaya Pad, Larch",-10.4458332061768,258,72.151481628418,12.2083330154419,17.8745727539062,2198.623046875,68.3000030517578,0.0763399973511696,0.196238234639168,3.95376992225647,0.737749993801117,0.40132001042366,1.30462503433228,7.09499979019165,362,279.825012207031,35.4249992370605,44,20.6499996185303,0.998002827167511,,RU-SkP,62.2557,129.1682,Russia,Trofim Maximov,t.c.maximov@ibpc.ysn.ru,forest,CO2,2001,2024,NA,NA,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,2382035.07719875,1940539.9361398,2.38785551227045,4.00561518483179,-0.946689406405618,0.30759380119964,active,active,nonmethane,nonmethane,Summer,Summer,no,no
Srednekolymsk,-12.0375003814697,231,50.8916473388672,9.34166622161865,15.8065423965454,1944.34741210938,59.1000022888184,0.0614200010895729,0.0410974808037281,1.58560001850128,0.459939986467361,0.198750004172325,1.322625041008,6.32250022888184,1199,370.399993896484,43.9749984741211,42.4500007629395,13.8000001907349,1,NA,NA,67.450003,153.710039,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),3459,1098851.51629256,2224338.19090104,3.64443232125384,0.693333197045903,0.303978975491419,-0.5546341167802,NA,NA,NA,NA,NA,extension,NA,NA
St-Augustin,0.787500023841858,1215,19.8998031616211,9.45833396911621,24.1901111602783,1019.33831787109,39.0999984741211,0.0626199990510941,0.472893536090851,5.59227991104126,0.747699975967407,0.424919992685318,1.28875005245209,5.2350001335144,456,205.024993896484,54.7750015258789,32.8250007629395,12.5500001907349,0,NA,NA,51.24231,-58.646999,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Québec,3961,-3734372.71674728,-2275268.34289214,-4.11580263197623,-2.10641269445441,-0.453560696222384,-0.438404739059331,NA,NA,NA,NA,NA,extension,NA,NA
St. Anthony,1.77916669845581,1238,12.7018051147461,7.82500028610229,23.3582096099854,888.360229492188,33.5,0.0419600009918213,0.450783431529999,5.42679977416992,0.799390017986298,0.3542799949646,1.3162499666214,4.8899998664856,362,247.350006103516,56.5250015258789,33.125,10.8000001907349,0,NA,NA,51.383749,-55.59995,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,224,-3593964.70195133,-2460843.59715329,-4.48630879361512,-3.05849891005599,-0.224631598464492,-0.509412503768595,NA,NA,NA,NA,NA,extension,NA,NA
St. John's,5.55833339691162,1482,15.8603343963623,8.26666641235352,27.2827281951904,775.941772460938,30.2999992370605,0.0719299986958504,0.347548961639404,6.77863025665283,0.781450033187866,0.446170002222061,1.34230005741119,5.13250017166138,368,234.100006103516,53.4749984741211,32.0499992370605,14.6750001907349,0,NA,NA,47.584988,-52.681007,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Newfoundland and Labrador,131469,-3835334.03486934,-2923751.27477566,-5.28276125689489,-2.95860824356946,-0.696895788706661,0.754625384288406,NA,NA,NA,NA,NA,extension,NA,NA
St. Petersburg,5.40833330154419,683,29.1296901702881,6.48333311080933,20.8467311859131,896.883056640625,31.0999984741211,0.112360000610352,-0.0949894115328789,1.36802995204926,0.267340004444122,0.109760001301765,1.34735000133514,6.32250022888184,507,279.725006103516,44.2000007629395,33.4749984741211,22.7000007629395,0,NA,NA,59.94096,30.314074,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,City of St. Petersburg,4553000,1685826.82970914,-2883320.72876014,0.767325398609408,-3.56749250225141,-1.60343142255841,3.4013497041604,NA,NA,NA,NA,NA,extension,NA,NA
Starorybnoye,-13.7708330154419,243,39.8360900878906,7.24166631698608,14.4544239044189,1614.94921875,50.0999984741211,0.11599999666214,0.269994139671326,2.34516000747681,0.630129992961884,0.377649992704391,1.12744998931885,6.44999980926514,345,345.125,42.8250007629395,37.25,20.4750003814697,1,NA,NA,72.766604,104.800001,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Taymyr,10,1823550.0605292,481802.742626252,2.67019701542787,0.0378701915453371,0.208854948052798,0.546456145897334,NA,NA,NA,NA,NA,extension,NA,NA
Steen River,-1.95833337306976,352,49.1264762878418,12.533332824707,24.5751628875732,1443.23791503906,51,0.0754799991846085,0.139417320489883,4.37754011154175,0.727199971675873,0.376089990139008,1.19470000267029,6.5625,543,185.949996948242,31.6000003814697,33.7999992370605,34.9000015258789,0.385166019201279,Steen River,CA-STR,59.5951,-117.2862,Canada,Christopher Schulze,cschulze@ualberta.ca,wetland,"CO2,CH4",2019,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,-3004083.91406491,1549607.13891383,-0.208013634728483,2.31259711206876,-0.839486935108094,2.50150620068806,active,active,methane,methane,Summer,All year,no,annualmethane
Steinkjer,5.93333339691162,1073,24.4433212280273,5.93333339691162,24.7222213745117,679.088073730469,24,0.0898599997162819,0.168441876769066,4.5944299697876,0.615360021591187,0.386940002441406,1.28322494029999,5.48999977111816,331,271.399993896484,59.4249992370605,31.0750007629395,10.3000001907349,0,NA,NA,64.01706,11.500011,Kingdom of Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nord-Trøndelag,11274,572296.671343989,-2812925.24374643,-3.23684537349658,-4.45469808355883,-1.0618124983518,1.27917574753839,NA,NA,NA,NA,NA,extension,NA,NA
Stony Rapids,-3.82500004768372,397,57.7719306945801,11.6000003814697,21.682243347168,1529.19091796875,53.5,0.0687299966812134,0.0785432159900665,3.98470997810364,0.718050003051758,0.363189995288849,1.11337494850159,6.1100001335144,765,330.25,41.9500007629395,31.9249992370605,26.4500007629395,0.654641509056091,NA,NA,59.266575,-105.833266,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Saskatchewan,152,-3288768.2680087,932690.31321361,0.516303455260879,1.33336120482966,-0.117949826335556,0.609931215073029,NA,NA,NA,NA,NA,extension,NA,NA
Stordalen Grassland Mire,-0.745833337306976,370,41.9074172973633,8.14166641235352,24.8221549987793,873.302124023438,32.7999992370605,0.0568200014531612,0.320575833320618,3.26479005813599,0.71492999792099,0.333020001649857,1.18069994449615,6.03999996185303,464,364.950012207031,55.9500007629395,35.9000015258789,8.72500038146973,0.0155582372099161,Stordalen Fen,SE-St1,68.3541,19.0503,Sweden,Thomas Friborg,tfj@ign.ku.dk,"wetland, lake","CO2,CH4",2012,2024,2012,NA,NA,NA,Summer,TRUE,TRUE,active,NA,NA,NA,776542.731484784,-2248828.48651829,-1.54188389047034,-2.31817675941617,-0.148057438971892,0.673022037435177,active,active,methane,methane,Summer,Summer,no,no
Stordalen Palsa Bog (ICOS),-0.741666674613953,370,41.9074172973633,8.11666679382324,24.8216114044189,871.677673339844,32.6999969482422,0.0568200014531612,0.320575833320618,3.26479005813599,0.71492999792099,0.333020001649857,1.17297494411469,6.02750015258789,464,390.200012207031,56.0750007629395,36.0499992370605,8.25,0.0217887591570616,Stordalen Palsa Bog,SE-Sto,68.3559,19.0452,Sweden,"Erik Lundin, Thomas Friborg","erik.lundin@polar.se, tfj@ign.ku.dk",wetland,"CO2,CH4",2014,2024,2014,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,776276.497238657,-2248706.24057881,-1.51546514938441,-2.37069856101668,-0.0347122029834254,0.631258661658859,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Stordalen forest,-0.741666674613953,370,41.9074172973633,8.11666679382324,24.8216114044189,871.677673339844,32.6999969482422,0.0568200014531612,0.320575833320618,3.26479005813599,0.71492999792099,0.333020001649857,1.17297494411469,6.02750015258789,464,390.200012207031,56.0750007629395,36.0499992370605,8.25,0.0217887591570616,Stordalen,SE-St2,68.3542,19.0471,Sweden,Anders Lindroth,Anders.Lindroth@nateko.lu.se,forest,CO2,2004,2012,NA,NA,NA,NA,Summer,TRUE,FALSE,inactive,NA,NA,NA,776413.461694845,-2248861.22240416,-1.51546514938441,-2.37069856101668,-0.0347122029834254,0.631258661658859,inactive,inactive,nonmethane,nonmethane,Summer,Summer,no,no
Stortjarn,1.75,623,31.7596702575684,8.81666660308838,26.2400798797607,903.093139648438,33.5999984741211,0.047919999808073,0.48073410987854,5.82798004150391,0.783219993114471,0.406520009040833,1.28980004787445,5.06500005722046,620,527.174987792969,62.125,30.5499992370605,7.17500019073486,0,Stortjarn,,64.17498,19.56381,Sweden,NA,NA,NA,"CO2,CH4",2020,2024,NA,NA,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,955185.435784755,-2687843.46686721,-3.65190038837973,-2.66199383172425,0.619614471950768,-1.02332054115138,active,active,methane,methane,All year,All year,annualmethane,annualmethane
Strelka,-10.5583333969116,389,50.6154556274414,9.33333396911621,16.8168163299561,1796.14465332031,55.5,0.0800699964165688,0.285479694604874,3.10392999649048,0.684589982032776,0.386759996414185,1.10542500019073,5.23999977111816,958,351.375,56.2000007629395,35.9000015258789,8.35000038146973,0.999998509883881,NA,NA,61.866985,152.250179,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,10,1451391.2623393,2758661.95467995,1.19051153420664,-0.226189461533948,0.833353600029346,-2.61048313532574,NA,NA,NA,NA,NA,extension,NA,NA
Strezhevoy,-2.22083330154419,525,47.2803497314453,9.69166660308838,19.7789115905762,1410.58410644531,49,0.107720002532005,0.0969790741801262,3.76022005081177,0.665729999542236,0.445340007543564,0.665450036525726,5.87249994277954,1216,335.799987792969,40.125,40.4249992370605,20.3500003814697,0.157092735171318,NA,NA,60.733152,77.577683,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Tomsk,44784,3172073.04873721,-698720.867695919,0.360127588637449,0.0337666443330215,2.42277275205987,1.04176502076556,NA,NA,NA,NA,NA,extension,NA,NA
Sudurnes Science and Learning Center,4.69999980926514,921,24.759033203125,4.63333320617676,32.4009323120117,370.8466796875,14.2999992370605,0.111290000379086,0.269833385944366,4.76549005508423,0.722459971904755,0.47749000787735,1.18919992446899,6.05499982833862,458,384.924987792969,57.4000015258789,29.7749996185303,12.9250001907349,0,NA,NA,64.033333,-22.7,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Research_Station,NA,NA,-1107046.37159775,-2646479.53797767,-3.71052956696858,-4.80681150659304,-0.269551599790103,2.71411443997617,NA,NA,NA,NA,NA,extension,NA,NA
Sundsvall,3.66249990463257,724,25.338191986084,8.67500019073486,27.6273880004883,828.599914550781,31.4000015258789,0.0796800032258034,0.197601199150085,5.27991008758545,0.638149976730347,0.364610016345978,1.16834998130798,5.83249998092651,406,421.774993896484,51.5,33.3499984741211,15.4499998092651,0,NA,NA,62.400053,17.316659,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Västernorrland,73389,909573.764648298,-2917317.35221501,-2.54886069220434,-2.5639802178647,-0.125842552145424,1.64542482624712,NA,NA,NA,NA,NA,extension,NA,NA
Suntar,-7.22083330154419,289,54.8861503601074,12.2416667938232,19.5866661071777,1899.42504882812,62.5,0.0828600004315376,0.12428329885006,2.964359998703,0.619019985198975,0.293199986219406,1.19637501239777,6.3600001335144,1254,312.149993896484,30.4249992370605,47.4749984741211,21.8999996185303,0.948684930801392,NA,NA,62.14441,117.631931,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Sakha (Yakutia),8639,2733342.43839599,1430897.0810614,2.3986065913684,2.77983565726053,1.02243902232233,0.742498143109219,NA,NA,NA,NA,NA,extension,NA,NA
Surgut,-1.84999990463257,544,42.0456428527832,9.91666698455811,20.531400680542,1367.26330566406,48.2999992370605,0.128700003027916,0.013102570548653601,1.97548997402191,0.419450014829636,0.231279999017715,1.06494998931885,6.15500020980835,742,308.799987792969,31.5249996185303,43.2249984741211,25.8250007629395,0.087302155792713207,NA,NA,61.259942,73.425017,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Khanty-Mansiy,400000,3054760.97268821,-909211.653017268,1.58932176863337,-0.163003905107107,0.303575857792472,2.68355433822761,NA,NA,NA,NA,NA,extension,NA,NA
Susuman,-12.2458333969116,289,80.5358352661133,11.9750003814697,18.9778137207031,1996.755859375,63.0999984741211,0.0725200027227402,0.0784092992544174,2.60373997688293,0.639940023422241,0.3367800116539,1.13580000400543,6.01000022888184,675,420.674987792969,44.4000015258789,47.6749992370605,8.35000038146973,1,NA,NA,62.783337,148.166759,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Maga Buryatdan,7367,1588570.17626881,2558785.49239583,2.71941295602156,2.08175036091944,0.196876950175796,-1.26240984627148,NA,NA,NA,NA,NA,extension,NA,NA
Svartberget,1.60416662693024,619,34.0431671142578,8.85833358764648,26.1307773590088,905.572265625,33.9000015258789,0.0354700013995171,0.514659643173218,7.16203022003174,0.80852997303009,0.372150003910065,1.24930000305176,5.10500001907349,307,305.024993896484,61.7750015258789,31.4249992370605,7.25,0,Svartberget,SE-Svb,64.2561,19.7745,Sweden,Matthias Peichl,Matthias.Peichl@slu.se,forest,CO2,2014,2024,2017,2021,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,961930.755478115,-2675601.15052857,-4.23490261185264,-2.24226583274748,-0.39558339739312,-0.949598930526508,active,active,nonmethane,nonmethane,All year,All year,no,no
Svartberget tall tower 60m,1.60416662693024,619,34.0431671142578,8.85833358764648,26.1307773590088,905.572265625,33.9000015258789,0.0354700013995171,0.514659643173218,7.16203022003174,0.80852997303009,0.372150003910065,1.24930000305176,5.10500001907349,307,305.024993896484,61.7750015258789,31.4249992370605,7.25,0,,SE-Svb,64.2562,19.7745,Sweden,Matthias Peichl,matthias.peichl@slu.se,forest,"CO2,CH4",2017,2024,2017,2021,NA,NA,Summer,TRUE,FALSE,active,NA,NA,NA,961926.89509804,-2675590.4129185,-4.23490261185264,-2.24226583274748,-0.39558339739312,-0.949598930526508,active,active,methane,methane,Summer,Summer,no,no
Svartberget tall tower 85m,1.60416662693024,619,34.0431671142578,8.85833358764648,26.1307773590088,905.572265625,33.9000015258789,0.0354700013995171,0.514659643173218,7.16203022003174,0.80852997303009,0.372150003910065,1.24930000305176,5.10500001907349,307,305.024993896484,61.7750015258789,31.4249992370605,7.25,0,,SE-Svb,64.2562,19.7745,Sweden,Matthias Peichl,matthias.peichl@slu.se,forest,CO2,2016,2024,2017,2021,NA,NA,All year,TRUE,FALSE,active,NA,NA,NA,961926.89509804,-2675590.4129185,-4.23490261185264,-2.24226583274748,-0.39558339739312,-0.949598930526508,active,active,nonmethane,nonmethane,All year,All year,no,no
Svetogorsk,3.95416665077209,644,29.8786144256592,7.40833330154419,22.1144275665283,937.633544921875,33.5,0.0642800033092499,0.209536731243134,5.75494003295898,0.840649962425232,0.59526002407074,1.32967507839203,5.64750003814697,341,264.625,44.8250007629395,38.4749984741211,16.4500007629395,0,NA,NA,61.101321,28.917656,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Leningrad,30115,1550039.05244143,-2805846.96004568,-3.28372278741519,-0.98098673625257,-0.022648012497613,1.99982441330539,NA,NA,NA,NA,NA,extension,NA,NA
Taksimo,-5.89999961853027,376,104.152008056641,14.5666666030884,22.83176612854,1802.03674316406,63.8000030517578,0.0940700024366379,0.189188584685326,4.96290016174316,0.588220000267029,0.307480007410049,1.36844992637634,6.40000009536743,316,198.199996948242,51.875,30.4500007629395,17.6749992370605,0.710946440696716,NA,NA,56.331534,114.889979,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Buryat,10359,3413429.63824522,1583735.70112447,1.01648847089984,2.41115419837267,-3.20773866362001,-1.10675167584631,NA,NA,NA,NA,NA,extension,NA,NA
Talkeetna,1.03750002384186,711,50.4477195739746,10.625,28.6388149261475,1011.39447021484,37.0999984741211,0.0637700036168098,0.162557765841484,3.36860990524292,0.623160004615784,0.368139982223511,1.21399998664856,5.87750005722046,324,289.325012207031,42.7000007629395,49.9749984741211,7.125,0.00484946602955461,NA,NA,62.323779,-150.109427,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,1078,-1527225.43912952,2656937.94815106,-1.81735322157574,-0.854941764508425,-0.437487295720715,1.74554265625361,NA,NA,NA,NA,NA,extension,NA,NA
Taloyoak,-14.4208335876465,180,48.1917343139648,7.05833339691162,14.2018785476685,1577.31860351562,49.6999969482422,0.114366665482521,-0.0963745638728142,0.553659975528717,0.305099993944168,0.114019997417927,0.981124997138977,6.74749994277954,722,393.774993896484,34.0750007629395,40.9249992370605,25.3999996185303,1,NA,NA,69.533313,-93.53332,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Nunavut,774,-2242480.66152825,138465.018585487,5.38247320848878,-0.444895502047049,0.479050459258165,2.05750834068128,NA,NA,NA,NA,NA,extension,NA,NA
Tanacross,-3.53333330154419,280,72.554557800293,11.6666669845581,23.474178314209,1434.70190429688,49.7000007629395,0.0357800014317036,0.298311769962311,3.25799989700317,0.524460017681122,0.260490000247955,1.13002502918243,6.42999982833862,547,343.5,42.125,46.9249992370605,11.25,0.838160157203674,NA,NA,63.385703,-143.346403,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Populated_Place,Alaska,136,-1756749.44012171,2360848.11654229,0.896529058027383,1.00118575472553,-0.0180990421571262,0.386763247709426,NA,NA,NA,NA,NA,extension,NA,NA
